SKILL_20150317_000001	Ataque
SKILL_20150317_001029	{memo X}Cancelar Sub Arma
SKILL_20150317_001030	{memo X}${#DDD300}{ol}[Buff]{/}{/}{nl} Enquanto estiver ativo, Um bônus de ataque contínuo é aplicado em ataques do tipo {#CC3300}{ol}[Perfurante]{/}{/}.
SKILL_20150317_001031	{memo X}Duração #{CaptionTime}# segundos{nl} Consome #{SpendSP}# SP
SKILL_20150317_001032	$Conscrição
SKILL_20150317_001033	$Phalanx
SKILL_20150317_001034	$Tercio
SKILL_20150317_001035	$Formação Alada
SKILL_20150317_001036	$Formação em Pinça
SKILL_20150317_001037	$Formação de Defesa
SKILL_20150317_001038	$Testuto
SKILL_20150317_001039	$Guerrear
SKILL_20150317_001040	$Alterar Direção
SKILL_20150317_001041	$Ações de Bravura
SKILL_20150317_001042	{memo X}$Aumenta o seu ataque e a sua velocidade de ataque, mas diminui a sua defesa.
SKILL_20150317_001043	$Vigor
SKILL_20150317_001044	{memo X}Velocidade de Movimento Aumentada +#{CaptionTime}# por #{CaptionRatio}#% segundos
SKILL_20150317_001045	$Mordschlag
SKILL_20150317_001046	{memo X}{#CC3300}{ol}[Perfurante]{/}{/} Atributo{nl}Dano #{SkillFactor}#%{nl}Espalhado #{SkillSR}#{nl} Consumo de SP #{SpendSP}#
SKILL_20150317_001047	$Pagamento em Dobro
SKILL_20150317_001048	{memo X}Três vezes o dano causado
SKILL_20150317_001049	$Punição
SKILL_20150317_001050	$Ciclone
SKILL_20150317_001051	{memo X}$Inflinge dano ao realizar um forte ataque giratório em inimigos próximos.
SKILL_20150317_001052	{memo X}Lv.1 Ataque Médio #{SkillFactor}#, Espalhar 3Lv.2 Ataque Médio #{SkillFactor}#, Espalhar 6Lv.3 Ataque Médio #{SkillFactor}#, Espalhar 9Lv.4 Ataque Médio #{SkillFactor}#, Espalhar 12Lv.5 Ataque Médio #{SkillFactor}#, Espalhar 15
SKILL_20150317_001053	{memo X}$Alto Destruição
SKILL_20150317_001054	$Clone Sombrio
SKILL_20150317_001055	$Preparar para Atacar
SKILL_20150317_001056	$Murmillo 1
SKILL_20150317_001057	$Murmillo 2
SKILL_20150317_001058	$Se defense contra ataque de inimigos.
SKILL_20150317_001059	{memo X}Duração do Buff #{CaptionTime}#seg{nl}#Probabilidade de Aparar o Golpe {CaptionRatio}#%
SKILL_20150317_001060	{memo X}Use o ombro para afastar o inimigo.
SKILL_20150317_001061	{memo X}{#CC3300}{ol}[Impacto]{/}{/} Atributo{nl} Ataque #{SkillFactor}#%+#{SkillAtkAdd}#{nl}Espalhado #{SkillSR}#{nl} SP Consumido #{SpendSP}#
SKILL_20150317_001062	{memo X}Aumenta o Poder de derrubada.
SKILL_20150317_001063	{memo X}Usa uma corrente para capturar o inimigo.
SKILL_20150317_001064	$Maldição
SKILL_20150317_001065	$Relampago
SKILL_20150317_001066	{memo X}${#993399}{ol}[Magia]{/}{/}{nl} Ataca o Alvo com uma poderosa energia.
SKILL_20150317_001067	{memo X}Ataque #{SkillAtkAdd}#{nl}Tempo de Conjuração 1 segundo{nl}Espalhado #{SkillSR}#
SKILL_20150317_001068	$Letargia
SKILL_20150317_001069	{memo X}Inflinge Letargia no inimigo.
SKILL_20150317_001070	$Ataque Físico: -#{CaptionRatio}#{nl}Ataque Mágico: -#{CaptionRatio}#{nl}Esquiva: -#{CaptionRatio2}#{nl}{#339999}{ol}[Letargia]{/}{/} Duração: #{CaptionTime}# segundos
SKILL_20150317_001071	$Adormecer
SKILL_20150317_001072	{memo X}Inflinge sono nos inimigos. Os inimigos irão acordar após um certo número de golpes ou quando o efeito acabar.
SKILL_20150317_001073	${#339999}{ol}[Sono]{/}{/} Duração: #{SkillFactor}# segundos{nl}Ataque Limite: #{CaptionRatio}#
SKILL_20150317_001074	$Escudo Refletor
SKILL_20150317_001075	{memo X}$Cria um escudo protetor que reflete o dano amplificado nos alvos.
SKILL_20150317_001076	$Reflecção de Dano: #{CaptionRatio}#{nl}Duração: #{CaptionTime}# segundos{nl}Reflete #{CaptionRatio2}# vezes
SKILL_20150317_001077	$Terremoto
SKILL_20150317_001078	${#993399}{ol}[Magia] - [Terra]{/}{/}{nl} Inflinge dano no inimigo causando um forte terremoto na sua frente.
SKILL_20150317_001079	$Conjuração Perfeita
SKILL_20150317_001080	$A conjuração de uma habilidade não será cancelada quando você for atacado.
SKILL_20150317_001081	$Duração #{CaptionTime}# segundos
SKILL_20150317_001082	$Mísseis Mágigos
SKILL_20150317_001083	{memo X}{#993399}{ol}[Magia]{/}{/}{nl} Atira mísseis mágicos no alvo.
SKILL_20150317_001084	$Ataque #{SkillAtkAdd}#{nl}3 Mísseis Mágicos
SKILL_20150317_001085	$Conjuração Rápida
SKILL_20150317_001086	{memo X}Diminuí o tempo de conjuração.
SKILL_20150317_001087	$Tempo de Conjuração -#{CaptionRatio}#%{nl}Duração #{CaptionTime}# segundos
SKILL_20150317_001088	$Bola de Fogo
SKILL_20150317_001089	{memo X}${#993399}{ol}[Magia] - [Fogo]{/}{/}{nl} invoca uma bola de fogo que pode ser arremessa na direção do ataque que receber.
SKILL_20150317_001090	{memo X}Ataque #{SkillAtkAdd}#{nl}Ataque #{SkillSR}# vezes{nl}Duração #{CaptionTime}# segundos
SKILL_20150317_001091	$Barreira de Fogo
SKILL_20150317_001092	{memo X}${#993399}{ol}[Magia] - [Fogo]{/}{/}{nl} Cria uma barreira de fogo que inflinge dano nos monstros perto.
SKILL_20150317_001093	{memo X}Ataque #{SkillAtkAdd}#{nl}#{CaptionRatio}# Barreira de Fogo #{nl}Ataque #{CaptionRatio2}# vezes{nl}Duração 15 segundos
SKILL_20150317_001094	$Encantar com Fogo
SKILL_20150317_001095	{memo X}$Garante propriedade fogo aos alvos. Dano adicional é aplicado ao seu ataque.
SKILL_20150317_001096	$Ataque de Propriedade Fogo: +#{CaptionRatio}#{nl}Dano Adicional: +#{CaptionRatio2}#{nl}Duração: #{CaptionTime}# segundos
SKILL_20150317_001097	$Flare
SKILL_20150317_001098	{memo X}${#993399}{ol}[Magia] - [Fogo]{/}{/}{nl} inflinge dano ao explodir o inimigo afetado por algum status. Os efeitos Congelamento e Petrificação não são aplicados nesta formula.
SKILL_20150317_001099	$Ataque #{SkillAtkAdd}#
SKILL_20150317_001100	$Pilar de Fogo
SKILL_20150317_001101	{memo X}${#993399}{ol}[Magia] - [Fogo]{/}{/}{nl}Invoca um pilar de fogo que causa dano ao alvo.
SKILL_20150317_001102	{memo X}Ataque #{SkillAtkAdd}#{nl}Duração #{CaptionTime}# segundos
SKILL_20150317_001103	$Sopro Infernal
SKILL_20150317_001104	{memo X}${#993399}{ol}[Magia] - [Fogo]{/}{/}{nl} Queima os inimigos com um sopro de fogo contínuo.
SKILL_20150317_001105	{memo X}Ataque #{SkillAtkAdd}#{nl}Consome #{CaptionRatio}#% SP a cada 0.5 segundos
SKILL_20150317_001106	$Lanças de Gelo
SKILL_20150317_001107	{memo X}${#993399}{ol}[Magia] - [Gelo] - [Perfurante]{/}{/}{nl} Inflinge dano ao alvo ao atirar uma lança de gelo e possuí uma change de congelar o inimigo.
SKILL_20150317_001108	{memo X}Ataque #{SkillAtkAdd}#{nl}{#339999}{ol}[Congelamento]{/}{/} Duração 3 segundos
SKILL_20150317_001109	$Rajada Congelante
SKILL_20150317_001110	{memo X}${#993399}{ol}[Magia] - [Gelo] - [Perfurante] {/} {/}} {nl} Inflinge dano no alvo ao lançar uma rajada congelante e possuí a change de congelar o alvo.e and has a chance to freeze the target.
SKILL_20150317_001111	{memo X}Ataque #{SkillAtkAdd}#{nl}{#339999}{ol}[Congelamento]{/}{/} Duração 4 segundos
SKILL_20150317_001112	{memo X}$Cria uma barreira de gelo com a chance de congelar os inimigos.
SKILL_20150317_001113	{memo X}Barreira de Gelo #{CaptionRatio}# {nl}{#339999}{ol}[Gelo]{/}{/}{nl} Duração 3 segundos {nl} Duração da Barreira de Gelo 10 segundos
SKILL_20150317_001114	$Explosão Glacial
SKILL_20150317_001115	{memo X}${#993399}{ol}[Magia] - [Gelo]{/}{/}{nl} Inflinge dano ao quebrar um inimigo congelado.
SKILL_20150317_001116	${#339999}{ol}[Gelo]{/}{/} Ataque à Alvos #{SkillAtkAdd}#
SKILL_20150317_001117	{memo X}$Cria uma barreira de gelo que temporáriamente defende contra ataques de inimigos.
SKILL_20150317_001118	{memo X}Inimigos atacados {#339999}{ol}[Gelo]{/}{/}Média 50% {nl} {#339999}{ol}[Gelo]{/}{/}Duração 3 segundos
SKILL_20150317_001119	$Gust
SKILL_20150317_001120	{memo X}$Cria uma rajada de vento que empurra o alvo para longe. Inflinge dano nos alvos congelados ou que estão perto de uma barreira de gelo.
SKILL_20150317_001121	$Pilar de Gelo
SKILL_20150317_001122	$Invoca uma árvore de gelo no chão que puxa alvos próximos e os congela com uma chance.
SKILL_20150317_001123	${#339999}{ol}[Gelo]{/}{/}Chance #{CaptionRatio}#%{nl}Duração #{CaptionTime}# segundos
SKILL_20150317_001124	$Pressão Psíquica
SKILL_20150317_001125	{memo X}{#993399}{ol}[Magia]{/}{/}{nl}Inflinge dano contínuo nos alvos à sua frente.
SKILL_20150317_001126	{memo X}Ataque #{SkillAtkAdd}#{nl}Espalhado #{CaptionRatio}#{nl}Consome #{CaptionRatio2}#% de SP por segundo.
SKILL_20150317_001127	$Telecinese
SKILL_20150317_001128	{memo X}${#993399}{ol}[Magia]{/}{/}{nl}Captura um monstro à sua frente com psicocinese.{nl}Inflinge dano ao arremessar o mesmo usando as setas do teclado. 
SKILL_20150317_001129	{memo X}Ataque #{SkillAtkAdd}#{nl}Contador de Ataques #{CaptionRatio}# vezes {nl}Duração #{CaptionTime}# segundos
SKILL_20150317_001130	$Trocar
SKILL_20150317_001131	{memo X}$Troca a sua posição com a posição do inimigo.
SKILL_20150317_001132	$Targets #{CaptionRatio}#{nl}Alcance Limite 20{nl}
SKILL_20150317_001133	$Teleporte
SKILL_20150317_001134	{memo X}$Teleporta para muma localização aleatória.
SKILL_20150317_001135	$Distância Máxima do Teleporte #{CaptionRatio}#
SKILL_20150317_001136	$Força Magnética
SKILL_20150317_001137	{memo X}${#993399}{ol}[Magia]{/}{/}{nl}Inflinge dano aos inimigos que forem poxudos até a área alvo.
SKILL_20150317_001138	$Levantar
SKILL_20150317_001139	{memo X}Levanta alvos no ar.
SKILL_20150317_001140	$Alvos: #{CaptionRatio}#{nl}Duração: #{CaptionRatio2}# segundos
SKILL_20150317_001141	$Polo Gravitacional
SKILL_20150317_001142	{memo X}Cria um campo gravitacional que puxa todos os inimigos que estiverem perto.
SKILL_20150317_001143	{memo X}Alvo #{CaptionRatio}#{nl}Max. Duração 5 segundos
SKILL_20150317_001144	$Desvincular
SKILL_20150317_001145	$Disconecta todos os Links.
SKILL_20150317_001146	$Disconecta todos os Links de uma vez.{nl}Level Máximo: 1
SKILL_20150317_001147	$Link Físico
SKILL_20150317_001148	Linka membros do grupo para dividir o dano.
SKILL_20150317_001149	{memo X}Mais links resultam em menos dano{nl} Max. Links #{CaptionRatio}#{nl}Duração #{CaptionTime}# segundos{nl}Consume 16% de estamina
SKILL_20150317_001150	$Pena Conjunta
SKILL_20150317_001151	{memo X}Linka todos os inimigos. O dano causado em um monstros é causado em todos os outros que estiverem linkados.
SKILL_20150317_001152	$Links Máximo #{SkillFactor}#{nl}Duração #{CaptionTime}# segundos
SKILL_20150317_001153	$Entrelaçar
SKILL_20150317_001154	{memo X}Junta todos os monstros que estiverem linkados.
SKILL_20150317_001155	{memo X}Tempo para juntar: 0.3 segundos
SKILL_20150317_001156	$Corrente Espiritual
SKILL_20150317_001157	{memo X}Linka membros do grupo e compartilha os efeitos.
SKILL_20150317_001158	{memo X}$Cordão Umbilical
SKILL_20150317_001159	{memo X}Compartilha defesa e o HP dos membros linkados.
SKILL_20150317_001160	{memo X}Defesa Física Passada #{CaptionRatio}#{nl} Recuperação de HP Passada #{CaptionRatio2}#{nl}Duração #{CaptionTime}# segundos
SKILL_20150317_001161	$Aumentar mão equerda
SKILL_20150317_001162	{memo X}$Aumenta o seu ataque ao aumentar a sua mão esquerda.
SKILL_20150317_001163	$Ataque Físico +#{CaptionRatio}#{nl}Ataque Mágico +#{CaptionRatio}#{nl}Duração #{CaptionTime}# segundos
SKILL_20150317_001164	$Diminuir Tamanho
SKILL_20150317_001165	$Diminuí o tamanho do corpo do alvo.
SKILL_20150317_001166	$Grande → Médio → Pequeno {nl}Duração #{CaptionTime}# segundos
SKILL_20150317_001167	$Aumentar Corpo
SKILL_20150317_001168	{memo X}$Aumenta o tamanho do corpo de alvo.
SKILL_20150317_001169	{memo X}$Pequeno → Médio → Grande {nl}Duração #{CaptionTime}# segundos
SKILL_20150317_001170	$Transpor
SKILL_20150317_001171	{memo X}$Troca INT pela CON temporariamente.
SKILL_20150317_001172	$Reverso
SKILL_20150317_001173	{memo X}$Tranforma um quadrado mágico inimigo e um aliado.
SKILL_20150317_001174	Tranforma um quadrado mágico inimigo e um aliado na área alvo.{nl}Level Máximo: 1
SKILL_20150317_001175	$Aumentar mão direita
SKILL_20150317_001176	{memo X}$Aumenta o seu ataque ao aumentar a sua mão direita.
SKILL_20150317_001177	{memo X}$Aumentar Cérebro
SKILL_20150317_001178	{memo X}$Aumenta a sua cabeça.
SKILL_20150317_001179	$Eletrocutar
SKILL_20150317_001180	{memo X}{#993399}{ol}[Magia] - [Elétrico]{/}{/}{nl}Atira um raio com efeito corrente que causa dano aos inimigos próximos.
SKILL_20150317_001181	{memo X}Ataque #{SkillAtkAdd}#{nl}Alvo #{CaptionRatio}#
SKILL_20150317_001182	$Petrificar
SKILL_20150317_001183	{memo X}Petrifica um alvo.
SKILL_20150317_001184	{memo X}Duração #{CaptionTime}# segundos{nl}Espalhado #{CaptionRatio}#
SKILL_20150317_001185	$Granizo
SKILL_20150317_001186	{memo X}{#993399}{ol}[Magia] - [Gelo]{/}{/}{n}Pedras de gelo caem sobre uma área alvo causando dano aos inimigos.
SKILL_20150317_001187	$Proeminência
SKILL_20150317_001188	{memo X}{#993399}{ol}[Magia] - [Fogo]{/}{/}{nl}Salamandras de fogo aparecem ao seu redor. Essas salamandras se movem aleatoriamente causando dano nos inimigos.
SKILL_20150317_001189	{memo X}Ataque #{SkillAtkAdd}#{nl}Duração 15 segundos
SKILL_20150317_001190	$Meteoro
SKILL_20150317_001191	{memo X}{#993399}{ol}[Magia] - [Fogo]{/}{/}{nl}Um meteoro atinge a área alvo causando dano.
SKILL_20150317_001192	{memo X}Ataque #{SkillAtkAdd}#{nl}Tempo de Conjuração #{CaptionTime}# segundos{nl}Espalhado #{SkillSR}#
SKILL_20150317_001193	$Invocar
SKILL_20150317_001194	{memo X}Invoca um espírito que lhe segue.
SKILL_20150317_001195	$Atacar Terreno
SKILL_20150317_001196	{memo X}A invocação ataca inimigos perto da área alvo demarcada.
SKILL_20150317_001197	$Montar
SKILL_20150317_001198	{memo X}Monta um espírito invocado.
SKILL_20150317_001199	$Metamorfose
SKILL_20150317_001200	$Acelerar
SKILL_20150317_001201
SKILL_20150317_001202
SKILL_20150317_001203
SKILL_20150317_001204
SKILL_20150317_001205
SKILL_20150317_001206
SKILL_20150317_001207
SKILL_20150317_001208
SKILL_20150317_001209
SKILL_20150317_001210
SKILL_20150317_001211
SKILL_20150317_001212
SKILL_20150317_001213
SKILL_20150317_001214
SKILL_20150317_001215
SKILL_20150317_001216
SKILL_20150317_001217
SKILL_20150317_001218
SKILL_20150317_001219
SKILL_20150317_001220
SKILL_20150317_001221
SKILL_20150317_001222
SKILL_20150317_001223
SKILL_20150317_001224
SKILL_20150317_001225
SKILL_20150317_001226
SKILL_20150317_001227
SKILL_20150317_001228
SKILL_20150317_001229
SKILL_20150317_001230
SKILL_20150317_001231
SKILL_20150317_001232
SKILL_20150317_001233
SKILL_20150317_001234
SKILL_20150317_001235
SKILL_20150317_001236
SKILL_20150317_001237
SKILL_20150317_001238
SKILL_20150317_001239
SKILL_20150317_001240
SKILL_20150317_001241
SKILL_20150317_001242
SKILL_20150317_001243
SKILL_20150317_001244
SKILL_20150317_001245
SKILL_20150317_001246
SKILL_20150317_001247
SKILL_20150317_001248
SKILL_20150317_001249
SKILL_20150317_001250
SKILL_20150317_001251
SKILL_20150317_001252
SKILL_20150317_001253
SKILL_20150317_001254
SKILL_20150317_001255
SKILL_20150317_001256
SKILL_20150317_001257
SKILL_20150317_001258
SKILL_20150317_001259
SKILL_20150317_001260
SKILL_20150317_001261
SKILL_20150317_001262
SKILL_20150317_001263
SKILL_20150317_001264
SKILL_20150317_001265
SKILL_20150317_001266
SKILL_20150317_001267
SKILL_20150317_001268
SKILL_20150317_001269
SKILL_20150317_001270
SKILL_20150317_001271
SKILL_20150317_001272
SKILL_20150317_001273
SKILL_20150317_001274
SKILL_20150317_001275
SKILL_20150317_001276
SKILL_20150317_001277
SKILL_20150317_001278
SKILL_20150317_001279
SKILL_20150317_001280
SKILL_20150317_001281
SKILL_20150317_001282
SKILL_20150317_001283
SKILL_20150317_001284
SKILL_20150317_001285
SKILL_20150317_001286
SKILL_20150317_001287
SKILL_20150317_001288
SKILL_20150317_001289
SKILL_20150317_001290
SKILL_20150317_001291
SKILL_20150317_001292
SKILL_20150317_001293
SKILL_20150317_001294
SKILL_20150317_001295
SKILL_20150317_001296
SKILL_20150317_001297
SKILL_20150317_001298
SKILL_20150317_001299
SKILL_20150317_001300
SKILL_20150317_001301
SKILL_20150317_001302
SKILL_20150317_001303
SKILL_20150317_001304
SKILL_20150317_001305
SKILL_20150317_001306
SKILL_20150317_001307
SKILL_20150317_001308
SKILL_20150317_001309
SKILL_20150317_001310
SKILL_20150317_001311
SKILL_20150317_001312
SKILL_20150317_001313
SKILL_20150317_001314
SKILL_20150317_001315
SKILL_20150317_001316
SKILL_20150317_001317
SKILL_20150317_001318
SKILL_20150317_001319
SKILL_20150317_001320
SKILL_20150317_001321
SKILL_20150317_001322
SKILL_20150317_001323
SKILL_20150317_001324
SKILL_20150317_001325
SKILL_20150317_001326
SKILL_20150317_001327
SKILL_20150317_001328
SKILL_20150317_001329
SKILL_20150317_001330
SKILL_20150317_001331
SKILL_20150317_001332
SKILL_20150317_001333
SKILL_20150317_001334
SKILL_20150317_001335
SKILL_20150317_001336
SKILL_20150317_001337
SKILL_20150317_001338
SKILL_20150317_001339
SKILL_20150317_001340
SKILL_20150317_001341
SKILL_20150317_001342
SKILL_20150317_001343
SKILL_20150317_001344
SKILL_20150317_001345
SKILL_20150317_001346
SKILL_20150317_001347
SKILL_20150317_001348
SKILL_20150317_001349
SKILL_20150317_001350
SKILL_20150317_001351
SKILL_20150317_001352
SKILL_20150317_001353
SKILL_20150317_001354
SKILL_20150317_001355
SKILL_20150317_001356
SKILL_20150317_001357
SKILL_20150317_001358
SKILL_20150317_001359
SKILL_20150317_001360
SKILL_20150317_001361
SKILL_20150317_001362
SKILL_20150317_001363
SKILL_20150317_001364
SKILL_20150317_001365
SKILL_20150317_001366
SKILL_20150317_001367
SKILL_20150317_001368
SKILL_20150317_001369
SKILL_20150317_001370
SKILL_20150317_001371
SKILL_20150317_001372
SKILL_20150317_001373
SKILL_20150317_001374
SKILL_20150317_001375
SKILL_20150317_001376
SKILL_20150317_001377
SKILL_20150317_001378
SKILL_20150317_001379
SKILL_20150317_001380
SKILL_20150317_001381
SKILL_20150317_001382
SKILL_20150317_001383
SKILL_20150317_001384
SKILL_20150317_001385
SKILL_20150317_001386
SKILL_20150317_001387
SKILL_20150317_001388
SKILL_20150317_001389
SKILL_20150317_001390
SKILL_20150317_001391
SKILL_20150317_001392
SKILL_20150317_001393
SKILL_20150317_001394
SKILL_20150317_001395
SKILL_20150317_001396
SKILL_20150317_001397
SKILL_20150317_001398
SKILL_20150317_001399
SKILL_20150317_001400
SKILL_20150317_001401
SKILL_20150317_001402
SKILL_20150317_001403
SKILL_20150317_001404
SKILL_20150317_001405
SKILL_20150317_001406
SKILL_20150317_001407
SKILL_20150317_001408
SKILL_20150317_001409
SKILL_20150317_001410
SKILL_20150317_001411
SKILL_20150317_001412
SKILL_20150317_001413
SKILL_20150317_001414
SKILL_20150317_001415
SKILL_20150317_001416
SKILL_20150317_001417
SKILL_20150317_001418
SKILL_20150317_001419
SKILL_20150317_001420
SKILL_20150317_001421
SKILL_20150317_001422
SKILL_20150317_001423
SKILL_20150317_001424
SKILL_20150317_001425
SKILL_20150317_001426
SKILL_20150317_001427
SKILL_20150317_001428
SKILL_20150317_001429
SKILL_20150317_001430
SKILL_20150317_001431
SKILL_20150317_001432
SKILL_20150317_001433
SKILL_20150317_001434
SKILL_20150317_001435
SKILL_20150317_001436
SKILL_20150317_001437
SKILL_20150317_001438
SKILL_20150317_001439
SKILL_20150317_001440
SKILL_20150317_001441
SKILL_20150317_001442
SKILL_20150317_001443
SKILL_20150317_001444
SKILL_20150317_001445
SKILL_20150317_001446
SKILL_20150317_001447
SKILL_20150317_001448
SKILL_20150317_001449
SKILL_20150317_001450
SKILL_20150317_001451
SKILL_20150317_001452
SKILL_20150317_001453
SKILL_20150317_001454
SKILL_20150317_001455
SKILL_20150317_001456
SKILL_20150317_001457
SKILL_20150317_001458
SKILL_20150317_001459
SKILL_20150317_001460
SKILL_20150317_001461
SKILL_20150317_001462
SKILL_20150317_001463
SKILL_20150317_001464
SKILL_20150317_001465
SKILL_20150317_001466
SKILL_20150317_001467
SKILL_20150317_001468
SKILL_20150317_001469
SKILL_20150317_001470
SKILL_20150317_001471
SKILL_20150317_001472
SKILL_20150317_001473
SKILL_20150317_001474
SKILL_20150317_001475
SKILL_20150317_001476
SKILL_20150317_001477
SKILL_20150317_001478
SKILL_20150317_001479
SKILL_20150317_001480
SKILL_20150317_001481
SKILL_20150317_001482
SKILL_20150317_001483
SKILL_20150317_001484
SKILL_20150317_001485
